Name;Class;Vertices;Faces;;Min X;Min Y;Min Z;Max X;Max Y;Max Z; ;Range X;Range Y;Range Z
m1027;m1027;3855;5054;;0,025;0,025;0,025;0,946513;0,975;0,889027;;0,921513;0,95;0,864027
m1010;m1010;6257;7196;;0,025;0,025;0,025;0,975;0,691784;0,803654;;0,95;0,666784;0,778654
m1009;m1009;5348;6764;;0,025;0,025;0,025;0,640569;0,975;0,641004;;0,615569;0,95;0,616004
m1008;m1008;5383;7952;;0,025;0,025;0,025;0,92355;0,808322;0,975;;0,89855;0,783322;0,95
m1007;m1007;7930;8864;;0,025;0,025;0,025;0,758171;0,975;0,745147;;0,733171;0,95;0,720147
m1006;m1006;16333;25760;;0,025;0,025;0,025;0,975;0,579742;0,919029;;0,95;0,554742;0,894029
m1005;m1005;17834;19610;;0,025;0,025;0,025;0,485501;0,975;0,490785;;0,460501;0,95;0,465785
m1004;m1004;13242;17357;;0,025;0,025;0,025;0,975;0,744809;0,882101;;0,95;0,719809;0,857101
m1003;m1003;8453;10544;;0,025;0,025;0,025;0,961288;0,975;0,963101;;0,936288;0,95;0,9381011
m1002;m1002;8260;10184;;0,025;0,025;0,025;0,975;0,768037;0,972462;;0,95;0,743037;0,947462
m1001;m1001;11431;16584;;0,025;0,025;0,025;0,662534;0,975;0,625;;0,637534;0,95;0,6
m1000;m1000;19105;26032;;0,025;0,025;0,025;0,87974;0,975;0,812744;;0,85474;0,95;0,787744
m199;m199;6540;12936;;0,025;0,025;0,025;0,376621;0,225852;0,975;;0,351621;0,200852;0,95
m198;m198;4657;19582;;0,025;0,025;0,025;0,406444;0,975;0,357811;;0,381444;0,95;0,332811
m197;m197;2010;3012;;0,025;0,025;0,025;0,185681;0,975;0,296899;;0,160681;0,95;0,271899
m196;m196;4049;7763;;0,025;0,025;0,025;0,440896;0,975;0,194826;;0,415896;0,95;0,169826
m195;m195;22608;44050;;0,025;0,025;0,025;0,292541;0,97277;0,429455;;0,267541;0,94777;0,404455
m194;m194;2244;3460;;0,025;0,025;0,025;0,237304;0,975;0,396532;;0,212304;0,95;0,371532
m193;m193;8622;17298;;0,025;0,025;0,025;0,388658;0,975;0,519826;;0,363658;0,95;0,494826
m192;m192;450;837;;0,025;0,025;0,025;0,278991;0,975;0,247654;;0,253991;0,95;0,222654
m191;m191;124;264;;0,025;0,025;0,025;0,519;0,975;0,2151;;0,494;0,95;0,1901
m190;m190;1022;1777;;0,025;0,025;0,025;0,462848;0,975;0,456327;;0,437848;0,95;0,431327
m189;m189;309;526;;0,025;0,025;0,025;0,287813;0,975;0,173873;;0,262813;0,95;0,148873
m188;m188;1863;3360;;0,025;0,025;0,025;0,309395;0,975;0,193661;;0,284395;0,95;0,168661
m187;m187;1618;3128;;0,025;0,025;0,025;0,562915;0,975;0,476143;;0,5379151;0,95;0,451143
m186;m186;375;564;;0,025;0,025;0,025;0,322825;0,975;0,182462;;0,297825;0,95;0,157462
m185;m185;493;919;;0,025;0,025;0,025;0,297162;0,975;0,304865;;0,272162;0,95;0,279865
m184;m184;441;826;;0,025;0,025;0,025;0,283631;0,975;0,177975;;0,258631;0,95;0,152975
m183;m183;3618;7124;;0,025;0,025;0,025;0,899618;0,975;0,383562;;0,8746181;0,95;0,358562
m182;m182;11090;22190;;0,025;0,025;0,025;0,393436;0,975;0,166457;;0,368436;0,95;0,141457
m181;m181;8520;16916;;0,025;0,025;0,025;0,444608;0,975;0,229084;;0,419608;0,95;0,204084
m180;m180;15088;29960;;0,025;0,025;0,025;0,297864;0,975;0,173853;;0,272864;0,95;0,148853
m179;m179;10735;21422;;0,025;0,025;0,025;0,391009;0,975;0,182174;;0,366009;0,95;0,157174
m178;m178;14603;29202;;0,025;0,025;0,025;0,342225;0,975;0,184695;;0,317225;0,95;0,159695
m177;m177;116;185;;0,025;0,025;0,025;0,380033;0,975;0,333153;;0,355033;0,95;0,308153
m176;m176;708;1288;;0,025;0,025;0,025;0,432787;0,975;0,194575;;0,407787;0,95;0,169575
m175;m175;660;1079;;0,0251185;0,0417866;0,031331;0,335592;0,970208;0,333036;;0,3104735;0,9284214;0,301705
m174;m174;1196;2308;;0,025;0,025;0,025;0,405801;0,975;0,233696;;0,380801;0,95;0,208696
m173;m173;1003;1702;;0,025;0,025;0,025;0,286928;0,975;0,177397;;0,261928;0,95;0,152397
m172;m172;745;1413;;0,025;0,025;0,025;0,316299;0,975;0,15938;;0,291299;0,95;0,13438
m171;m171;614;1094;;0,025;0,025;0,025;0,4886;0,975;0,224737;;0,4636;0,95;0,199737
m170;m170;16052;32042;;0,025;0,025;0,025;0,350225;0,975;0,152937;;0,325225;0,95;0,127937
m169;m169;1059;2001;;0,025;0,025;0,025;0,3181;0,975;0,190571;;0,2931;0,95;0,165571
m168;m168;2640;5476;;0,025;0,025;0,025;0,392552;0,975;0,212955;;0,367552;0,95;0,187955
m167;m167;435;856;;0,025;0,025;0,025;0,356041;0,975;0,500596;;0,331041;0,95;0,475596
m166;m166;476;1698;;0,025;0,025;0,025;0,295275;0,975;0,322111;;0,270275;0,95;0,297111
m165;m165;506;1748;;0,025;0,025;0,025;0,336125;0,975;0,198377;;0,311125;0,95;0,173377
m164;m164;728;1396;;0,025;0,025;0,025;0,326765;0,975;0,202706;;0,301765;0,95;0,177706
m1554;m1554;1558;3762;;0,025;0,025;0,025;0,726597;0,2937;0,975;;0,701597;0,2687;0,95
m1553;m1553;1239;1915;;0,025;0,025;0,025;0,975;0,301501;0,472796;;0,95;0,276501;0,447796
m1552;m1552;5247;10474;;0,025;0,025;0,025;0,975;0,323204;0,418813;;0,95;0,298204;0,393813
m1551;m1551;18528;35465;;0,025;0,025;0,025;0,975;0,267007;0,44911;;0,95;0,242007;0,42411
m1550;m1550;9369;17526;;0,025;0,025;0,025;0,454282;0,268448;0,975;;0,429282;0,243448;0,95
m1549;m1549;381;1416;;0,025;0,025;0,025;0,35448;0,200722;0,975;;0,32948;0,175722;0,95
m1548;m1548;8278;14914;;0,025;0,025;0,025;0,975;0,27926;0,451815;;0,95;0,25426;0,426815
m1547;m1547;249;440;;0,025;0,025;0,025;0,975;0,266356;0,57119;;0,95;0,241356;0,54619
m1546;m1546;9068;15012;;0,025;0,025;0,035239;0,975;0,574048;0,287257;;0,95;0,549048;0,252018
m1545;m1545;8278;14914;;0,025;0,025;0,025;0,975;0,27926;0,451815;;0,95;0,25426;0,426815
m1544;m1544;60326;116378;;0,025;0,025;0,025;0,479827;0,252097;0,975;;0,454827;0,227097;0,95
m1543;m1543;386;548;;0,025;0,025;0,025;0,975;0,28357;0,457384;;0,95;0,25857;0,432384
m1542;m1542;4384;7414;;0,025;0,025;0,025;0,475133;0,345513;0,975;;0,450133;0,320513;0,95
m1541;m1541;72974;146629;;0,025;0,025;0,025;0,466103;0,254568;0,975;;0,441103;0,229568;0,95
m1540;m1540;8492;16860;;0,025;0,025;0,025;0,975;0,264994;0,420549;;0,95;0,239994;0,395549
m1539;m1539;8254;16515;;0,025;0,025;0,025;0,47597;0,281105;0,975;;0,45097;0,256105;0,95
m1402;m1402;209;616;;0,025;0,025;0,025;0,808583;0,975;0,811676;;0,783583;0,95;0,786676
m1401;m1401;13910;27535;;0,025;0,025;0,025;0,771761;0,975;0,85058;;0,746761;0,95;0,82558
m1400;m1400;3574;5323;;0,025;0,025;0,025;0,630113;0,975;0,383652;;0,605113;0,95;0,358652
m1399;m1399;357;613;;0,025;0,025;0,025;0,731505;0,38102;0,975;;0,706505;0,35602;0,95
m1398;m1398;4509;8748;;0,025;0,025;0,025;0,695832;0,510434;0,975;;0,670832;0,485434;0,95
m1397;m1397;10067;18674;;0,025;0,025;0,025;0,724406;0,399195;0,975;;0,699406;0,374195;0,95
m1396;m1396;1353;2476;;0,025;0,025;0,025;0,639568;0,975;0,389394;;0,614568;0,95;0,364394
m1395;m1395;818;1221;;0,025;0,025;0,025;0,37302;0,975;0,620744;;0,34802;0,95;0,595744
m1394;m1394;10249;19698;;0,025;0,025;0,025;0,342809;0,975;0,281286;;0,317809;0,95;0,256286
m1393;m1393;1020;1899;;0,025;0,025;0,025;0,665873;0,345437;0,975;;0,640873;0,320437;0,95
m1392;m1392;14112;26014;;0,025;0,025;0,025;0,975;0,626717;0,610029;;0,95;0,601717;0,585029
m1391;m1391;1638;2978;;0,025;0,025;0,025;0,975;0,282298;0,380853;;0,95;0,257298;0,355853
m1390;m1390;2097;3941;;0,025;0,025;0,025;0,975;0,196933;0,975;;0,95;0,171933;0,95
m1389;m1389;563;1140;;0,025;0,025;0,025;0,975;0,604465;0,850806;;0,95;0,579465;0,825806
m1388;m1388;422;789;;0,025;0,025;0,025;0,654779;0,975;0,948476;;0,629779;0,95;0,923476
m1387;m1387;225;446;;0,025;0,025;0,025;0,975;0,275455;0,975;;0,95;0,250455;0,95
m1334;m1334;267;524;;0,025;0,025;0,025;0,815539;0,272406;0,975;;0,790539;0,247406;0,95
m1333;m1333;439;900;;0,025;0,025;0,025;0,815941;0,273015;0,975;;0,790941;0,248015;0,95
m1332;m1332;496;923;;0,025;0,025;0,025;0,729325;0,320984;0,975;;0,704325;0,295984;0,95
m1331;m1331;51;51;;0,025;0,025;0,025;0,975;0,283365;0,746885;;0,95;0,258365;0,721885
m1330;m1330;294;578;;0,025;0,025;0,025;0,222571;0,251327;0,975;;0,197571;0,226327;0,95
m1329;m1329;665;1243;;0,025;0,025;0,025;0,787129;0,574544;0,975;;0,762129;0,549544;0,95
m1328;m1328;3218;6448;;0,025;0,025;0,025;0,975;0,318917;0,789381;;0,95;0,293917;0,7643811
m1327;m1327;7851;14167;;0,025;0,025;0,025;0,762712;0,975;0,312559;;0,737712;0,95;0,287559
m1326;m1326;1545;2709;;0,025;0,025;0,025;0,975;0,30347;0,840149;;0,95;0,27847;0,815149
m1325;m1325;1545;2438;;0,025;0,025;0,025;0,837723;0,975;0,299723;;0,812723;0,95;0,274723
m1324;m1324;50904;98664;;0,025;0,025;0,025;0,975;0,388764;0,874996;;0,95;0,363764;0,849996
m1323;m1323;6136;10670;;0,025;0,025;0,025;0,802266;0,474942;0,975;;0,777266;0,449942;0,95
m1322;m1322;675;1270;;0,025;0,025;0,025;0,858476;0,975;0,290439;;0,833476;0,95;0,265439
m1321;m1321;2752;5138;;0,025;0,025;0,025;0,658962;0,279761;0,975;;0,633962;0,254761;0,95
m1320;m1320;7818;14166;;0,025;0,025;0,025;0,762713;0,312566;0,975;;0,737713;0,287566;0,95
m1319;m1319;598;1004;;0,025;0,025;0,025;0,687735;0,975;0,178555;;0,662735;0,95;0,153555
m1303;m1303;234;401;;0,025;0,025;0,025;0,975;0,332926;0,703571;;0,95;0,307926;0,678571
m1302;m1302;1058;1882;;0,025;0,025;0,025;0,211885;0,289754;0,975;;0,186885;0,264754;0,95
m1301;m1301;74;144;;0,025;0,025;0,025;0,64902;0,136765;0,975;;0,62402;0,111765;0,95
m1300;m1300;39;76;;0,025;0,025;0,025;0,723517;0,173779;0,975;;0,698517;0,148779;0,95
m1299;m1299;210;264;;0,025;0,025;0,025;0,632283;0,5868;0,975;;0,607283;0,5618;0,95
m1298;m1298;301;542;;0,025;0,025;0,025;0,726536;0,315065;0,975;;0,701536;0,290065;0,95
m1297;m1297;640;1044;;0,0641477;0,025;0,0450668;0,339672;0,975;0,0892144;;0,2755243;0,95;0,0441476
m1296;m1296;250;408;;0,428995;0,025;0,025;0,937519;0,975;0,129821;;0,508524;0,95;0,104821
m1295;m1295;204;244;;0,025;0,025;0,025;0,500033;0,975;0,0687774;;0,475033;0,95;0,0437774
m1294;m1294;257;352;;0,025;0,025;0,025;0,43938;0,975;0,11004;;0,41438;0,95;0,08504
m1293;m1293;906;1540;;0,025;0,025;0,025;0,667647;0,975;0,221163;;0,642647;0,95;0,196163
m1292;m1292;2911;5036;;0,025;0,025;0,025;0,671475;0,975;0,210654;;0,646475;0,95;0,185654
m1291;m1291;272;444;;0,025;0,025;0,025;0,612934;0,975;0,185769;;0,587934;0,95;0,160769
m1290;m1290;279;372;;0,025;0,025;0,025;0,480234;0,975;0,132589;;0,455234;0,95;0,107589
m1289;m1289;5078;9746;;0,0489927;0,025;0,025;0,740259;0,975;0,235926;;0,6912663;0,95;0,210926
m1288;m1288;1502;2674;;0,025;0,025;0,025;0,690907;0,975;0,240696;;0,665907;0,95;0,215696
m1287;m1287;714;1188;;0,025;0,025;0,025;0,468476;0,975;0,115832;;0,443476;0,95;0,090832
m1286;m1286;334;428;;0,025;0,025;0,025;0,584867;0,975;0,139;;0,559867;0,95;0,114
m1285;m1285;802;1408;;0,025;0,025;0,025;0,383862;0,352986;0,975;;0,358862;0,327986;0,95
m1284;m1284;6334;11608;;0,025;0,025;0,025;0,44402;0,165302;0,975;;0,41902;0,140302;0,95
m1283;m1283;275;368;;0,025;0,025;0,0302714;0,542551;0,975;0,196045;;0,517551;0,95;0,1657736
m1282;m1282;368;608;;0,025;0,025;0,025;0,689896;0,975;0,126465;;0,664896;0,95;0,101465
m1281;m1281;415;692;;0,025;0,025;0,025;0,560756;0,975;0,110583;;0,5357561;0,95;0,085583
m1280;m1280;249;324;;0,025;0,025;0,025;0,447754;0,975;0,136879;;0,422754;0,95;0,111879
m1279;m1279;734;1204;;0,025;0,025;0,025;0,455168;0,975;0,160655;;0,430168;0,95;0,135655
m1278;m1278;2304;4344;;0,025;0,025;0,025;0,468886;0,975;0,150699;;0,443886;0,95;0,125699
m1277;m1277;2239;4224;;0,0252794;0,025;0,0277941;0,47961;0,975;0,118603;;0,4543306;0,95;0,0908089
m1276;m1276;236;256;;0,025;0,025;0,025;0,431339;0,975;0,107863;;0,406339;0,95;0,082863
m1275;m1275;204;272;;0,025;0,025;0,025;0,55428;0,975;0,176995;;0,52928;0,95;0,151995
m1274;m1274;426;684;;0,025;0,025;0,025;0,651634;0,975;0,156416;;0,626634;0,95;0,131416
m1273;m1273;475;924;;0,025;0,025;0,025;0,975;0,547667;0,148437;;0,95;0,5226671;0,123437
m1272;m1272;6627;11580;;0,025;0,025;0,025;0,71711;0,975;0,140802;;0,69211;0,95;0,115802
m1271;m1271;328;524;;0,025;0,025;0,025;0,449345;0,975;0,168981;;0,424345;0,95;0,143981
m1270;m1270;295;452;;0,025;0,025;0,025;0,448754;0,975;0,12963;;0,423754;0,95;0,10463
m1269;m1269;230;272;;0,025;0,025;0,025;0,528319;0,975;0,102679;;0,503319;0,95;0,077679
m1268;m1268;240;376;;0,025;0,025;0,025;0,571529;0,975;0,105528;;0,546529;0,95;0,080528
m1267;m1267;230;335;;0,025;0,025;0,025;0,975;0,906445;0,188165;;0,95;0,8814451;0,163165
m1235;m1235;193;376;;0,025;0,025;0,025;0,975;0,238805;0,94855;;0,95;0,213805;0,92355
m1234;m1234;236;492;;0,025;0,025;0,025;0,852419;0,234919;0,975;;0,827419;0,209919;0,95
m1233;m1233;233;516;;0,025;0,025;0,025;0,5125;0,2625;0,975;;0,4875;0,2375;0,95
m1232;m1232;203;418;;0,025;0,025;0,025;0,949324;0,242387;0,975;;0,924324;0,217387;0,95
m1231;m1231;79;132;;0,025;0,025;0,025;0,635711;0,194645;0,975;;0,610711;0,169645;0,95
m1230;m1230;2360;4325;;0,025;0,025;0,025;0,975;0,614959;0,311299;;0,95;0,589959;0,286299
m1229;m1229;3388;6422;;0,025;0,025;0,025;0,501292;0,975;0,225043;;0,476292;0,95;0,200043
m1228;m1228;329;368;;0,025;0,025;0,025;0,975;0,705579;0,16931;;0,95;0,680579;0,14431
m1227;m1227;265;324;;0,025;0,025;0,025;0,975;0,768503;0,158925;;0,95;0,743503;0,133925
m1226;m1226;161;318;;0,025;0,025;0,025;0,975;0,254792;0,504379;;0,95;0,229792;0,479379
m1225;m1225;183;340;;0,025;0,025;0,025;0,975;0,731328;0,180143;;0,95;0,706328;0,155143
m1224;m1224;559;944;;0,025;0,025;0,025;0,975;0,436667;0,164967;;0,95;0,411667;0,139967
m1223;m1223;1117;2230;;0,025;0,025;0,025;0,685618;0,215578;0,975;;0,660618;0,190578;0,95
m1222;m1222;332;612;;0,025;0,025;0,025;0,975;0,895296;0,383768;;0,95;0,870296;0,358768
m1221;m1221;372;688;;0,025;0,025;0,025;0,975;0,846538;0,219139;;0,95;0,821538;0,194139
m1220;m1220;437;862;;0,025;0,025;0,025;0,67343;0,231674;0,975;;0,64843;0,206674;0,95
m1219;m1219;185;364;;0,025;0,025;0,025;0,177789;0,727486;0,975;;0,152789;0,702486;0,95
m1218;m1218;274;400;;0,025;0,025;0,025;0,692906;0,226508;0,975;;0,667906;0,201508;0,95
m1217;m1217;305;594;;0,025;0,025;0,025;0,606575;0,27319;0,975;;0,581575;0,24819;0,95
m1216;m1216;879;1754;;0,025;0,025;0,025;0,669863;0,221374;0,975;;0,644863;0,196374;0,95
m1215;m1215;162;308;;0,025;0,025;0,025;0,24166;0,694913;0,975;;0,21666;0,6699131;0,95
m1214;m1214;887;1752;;0,025;0,025;0,025;0,622627;0,222624;0,975;;0,597627;0,197624;0,95
m1213;m1213;254;504;;0,025;0,025;0,025;0,45763;0,17575;0,975;;0,43263;0,15075;0,95
m1212;m1212;1173;2513;;0,025;0,025;0,025;0,625576;0,318204;0,975;;0,600576;0,293204;0,95
m1211;m1211;486;852;;0,025;0,025;0,025;0,918098;0,317775;0,975;;0,893098;0,292775;0,95
m1210;m1210;577;1145;;0,025;0,025;0,025;0,67786;0,225975;0,975;;0,65286;0,200975;0,95
m1209;m1209;244;480;;0,025;0,025;0,025;0,93665;0,275186;0,975;;0,91165;0,250186;0,95
m1208;m1208;308;519;;0,025;0,025;0,025;0,718596;0,21885;0,975;;0,693596;0,19385;0,95
m1207;m1207;412;669;;0,025;0,025;0,025;0,975;0,14863;0,382877;;0,95;0,12363;0,357877
m1206;m1206;99;134;;0,025;0,025;0,025;0,836818;0,255303;0,859848;;0,811818;0,230303;0,834848
m1205;m1205;369;556;;0,025;0,025;0,025;0,975;0,774295;0,21695;;0,95;0,749295;0,19195
m1204;m1204;277;588;;0,025;0,025;0,025;0,666722;0,333278;0,975;;0,641722;0,308278;0,95
m1203;m1203;438;874;;0,025;0,025;0,025;0,49208;0,975;0,278805;;0,46708;0,95;0,253805
m1202;m1202;688;1332;;0,025;0,025;0,025;0,566055;0,23369;0,975;;0,541055;0,20869;0,95
m1201;m1201;6769;11310;;0,025;0,025;0,025;0,975;0,677761;0,322062;;0,95;0,652761;0,297062
m1200;m1200;197;450;;0,025;0,025;0,025;0,483721;0,300411;0,975;;0,458721;0,275411;0,95
m1199;m1199;602;1146;;0,025;0,025;0,025;0,975;0,221184;0,557698;;0,95;0,196184;0,532698
m1198;m1198;224;462;;0,025;0,025;0,025;0,664898;0,239022;0,975;;0,639898;0,214022;0,95
m1197;m1197;235;484;;0,025;0,025;0,025;0,685476;0,248929;0,975;;0,660476;0,223929;0,95
m1196;m1196;523;804;;0,025;0,025;0,025;0,975;0,676429;0,228142;;0,95;0,651429;0,203142
m1195;m1195;340;460;;0,025;0,025;0,025;0,975;0,7357;0,237137;;0,95;0,7107;0,212137
m1194;m1194;757;1188;;0,025;0,025;0,025;0,975;0,750378;0,251583;;0,95;0,725378;0,226583
m1193;m1193;1020;2030;;0,025;0,025;0,025;0,521407;0,211361;0,975;;0,496407;0,186361;0,95
m1192;m1192;242;517;;0,025;0,025;0,025;0,975;0,181881;0,912901;;0,95;0,156881;0,887901
m1191;m1191;1295;2444;;0,025;0,025;0,025;0,975;0,89012;0,17626;;0,95;0,8651201;0,15126
m1190;m1190;142;318;;0,025;0,025;0,025;0,683603;0,321924;0,975;;0,658603;0,296924;0,95
m1189;m1189;247;578;;0,025;0,025;0,025;0,66037;0,241881;0,975;;0,63537;0,216881;0,95
m1188;m1188;279;538;;0,025;0,025;0,025;0,787454;0,27522;0,975;;0,762454;0,25022;0,95
m1187;m1187;299;596;;0,025;0,025;0,025;0,658333;0,26859;0,975;;0,633333;0,24359;0,95
m1186;m1186;729;1454;;0,025;0,025;0,025;0,49452;0,975;0,245942;;0,46952;0,95;0,220942
m1185;m1185;152;338;;0,025;0,025;0,025;0,470517;0,247759;0,975;;0,445517;0,222759;0,95
m1184;m1184;182;382;;0,025;0,025;0,025;0,510179;0,293601;0,975;;0,485179;0,268601;0,95
m1183;m1183;520;780;;0,025;0,025;0,025;0,975;0,826917;0,222658;;0,95;0,801917;0,197658
m1182;m1182;179;354;;0,025;0,025;0,025;0,950143;0,975;0,248351;;0,925143;0,95;0,223351
m1181;m1181;412;816;;0,025;0,025;0,025;0,74921;0,23884;0,975;;0,72421;0,21384;0,95
m1180;m1180;531;1058;;0,025;0,025;0,025;0,656849;0,231708;0,975;;0,6318491;0,206708;0,95
m1179;m1179;1203;2082;;0,025;0,025;0,025;0,609267;0,217744;0,975;;0,584267;0,192744;0,95
m1178;m1178;258;572;;0,025;0,025;0,025;0,468333;0,214472;0,975;;0,443333;0,189472;0,95
m1177;m1177;507;1010;;0,025;0,025;0,025;0,857283;0,307677;0,975;;0,832283;0,282677;0,95
m1176;m1176;213;642;;0,025;0,025;0,025;0,804891;0,220564;0,975;;0,779891;0,195564;0,95
m1175;m1175;2344;4592;;0,025;0,025;0,025;0,665258;0,321351;0,975;;0,640258;0,296351;0,95
m1174;m1174;281;552;;0,025;0,025;0,025;0,512874;0,217563;0,975;;0,487874;0,192563;0,95
m1173;m1173;2572;4856;;0,025;0,025;0,025;0,975;0,790161;0,261539;;0,95;0,765161;0,236539
m1172;m1172;1965;4928;;0,025;0,025;0,025;0,975;0,770694;0,204025;;0,95;0,745694;0,179025
m1171;m1171;3110;5622;;0,025;0,025;0,025;0,975;0,280738;0,736381;;0,95;0,255738;0,711381
m1170;m1170;4427;7591;;0,025;0,025;0,025;0,563428;0,241123;0,975;;0,538428;0,216123;0,95
m1169;m1169;1198;2237;;0,025;0,025;0,025;0,663453;0,309501;0,975;;0,638453;0,284501;0,95
m1168;m1168;500;1106;;0,025;0,025;0,025;0,651374;0,244231;0,975;;0,626374;0,219231;0,95
m33;m33;3144;6164;;0,025;0,025;0,025;0,541498;0,692456;0,975;;0,516498;0,667456;0,95
m32;m32;1129;2246;;0,025;0,025;0,025;0,382772;0,658333;0,975;;0,357772;0,633333;0,95
m31;m31;1802;3548;;0,025;0,025;0,025;0,500847;0,975;0,514588;;0,475847;0,95;0,489588
m30;m30;390;800;;0,025;0,025;0,025;0,35945;0,524749;0,975;;0,33445;0,499749;0,95
m3;m3;486;912;;0,025;0,025;0,025;0,931406;0,556332;0,975;;0,906406;0,531332;0,95
m1418;m1418;486;760;;0,025;0,025;0,025;0,525185;0,374382;0,975;;0,500185;0,349382;0,95
m1417;m1417;9538;17822;;0,025;0,025;0,025;0,748954;0,442453;0,975;;0,723954;0,417453;0,95
m1416;m1416;11060;20920;;0,025;0,025;0,025;0,526648;0,304728;0,975;;0,501648;0,279728;0,95
m1415;m1415;6385;12561;;0,025;0,025;0,025;0,369914;0,295696;0,975;;0,344914;0,270696;0,95
m1414;m1414;10241;19743;;0,025;0,025;0,025;0,450984;0,357538;0,975;;0,425984;0,332538;0,95
m1413;m1413;324;566;;0,025;0,025;0,025;0,465796;0,404605;0,975;;0,440796;0,379605;0,95
m1412;m1412;4461;6962;;0,025;0,025;0,025;0,975;0,302123;0,345591;;0,95;0,277123;0,320591
m1411;m1411;794;1368;;0,025;0,025;0,025;0,975;0,294267;0,392094;;0,95;0,269267;0,367094
m1410;m1410;5986;9528;;0,131484;0,025;0,025;0,975;0,738559;0,237466;;0,843516;0,713559;0,212466
m1409;m1409;769;1277;;0,025;0,025;0,025;0,975;0,238562;0,834622;;0,95;0,213562;0,809622
m1408;m1408;1293;2496;;0,025;0,025;0,025;0,831649;0,350929;0,975;;0,806649;0,325929;0,95
m1407;m1407;3099;6073;;0,025;0,025;0,025;0,814695;0,975;0,251859;;0,789695;0,95;0,226859
m1406;m1406;259;894;;0,025;0,025;0,025;0,975;0,206902;0,512072;;0,95;0,181902;0,487072
m1405;m1405;209;616;;0,025;0,025;0,025;0,810747;0,975;0,81075;;0,7857471;0,95;0,78575
m1404;m1404;33182;62933;;0,025;0,025;0,025;0,615116;0,440483;0,975;;0,590116;0,415483;0,95
m1403;m1403;890;1680;;0,025;0,025;0,025;0,975;0,612346;0,857474;;0,95;0,587346;0,8324741
m1371;m1371;1558;2565;;0,025;0,025;0,025;0,42152;0,220545;0,975;;0,39652;0,195545;0,95
m1370;m1370;1748;3401;;0,025;0,025;0,025;0,432507;0,256189;0,975;;0,407507;0,231189;0,95
m1369;m1369;1004;1720;;0,025;0,025;0,025;0,975;0,405352;0,200913;;0,95;0,380352;0,175913
m1368;m1368;31275;59746;;0,025;0,025;0,025;0,360794;0,136819;0,975;;0,335794;0,111819;0,95
m1367;m1367;26324;51359;;0,025;0,025;0,025;0,396733;0,173487;0,975;;0,371733;0,148487;0,95
m1350;m1350;1097;1976;;0,025;0,025;0,025;0,975;0,291317;0,305022;;0,95;0,266317;0,280022
m1349;m1349;432;640;;0,025;0,025;0,025;0,975;0,385203;0,273648;;0,95;0,360203;0,248648
m1348;m1348;795;1382;;0,025;0,025;0,025;0,321693;0,354958;0,975;;0,296693;0,329958;0,95
m1347;m1347;3055;6274;;0,025;0,025;0,025;0,312086;0,419881;0,975;;0,287086;0,394881;0,95
m1346;m1346;742;1375;;0,025;0,025;0,025;0,322079;0,354725;0,975;;0,297079;0,329725;0,95
m1345;m1345;3174;6000;;0,025;0,025;0,025;0,601277;0,975;0,601277;;0,576277;0,95;0,576277
m1344;m1344;1093;1930;;0,025;0,025;0,025;0,674099;0,975;0,6741;;0,6490991;0,95;0,6491
m1343;m1343;178;344;;0,025;0,025;0,025;0,710921;0,975;0,710921;;0,685921;0,95;0,685921
m1342;m1342;1252;2305;;0,025;0,025;0,025;0,611587;0,975;0,60936;;0,586587;0,95;0,58436
m1341;m1341;425;824;;0,025;0,025;0,025;0,379575;0,975;0,379575;;0,354575;0,95;0,354575
m1340;m1340;778;1457;;0,025;0,025;0,025;0,367686;0,975;0,367689;;0,342686;0,95;0,342689
m1339;m1339;1878;6173;;0,025;0,025;0,025;0,607072;0,975;0,626812;;0,582072;0,95;0,601812
m1338;m1338;8761;16960;;0,025;0,025;0,025;0,933058;0,975;0,937901;;0,908058;0,95;0,912901
m1337;m1337;201;340;;0,025;0,025;0,025;0,889234;0,975;0,889234;;0,864234;0,95;0,864234
m1336;m1336;1201;2319;;0,025;0,025;0,025;0,740421;0,286153;0,975;;0,715421;0,261153;0,95
m1335;m1335;321;626;;0,025;0,025;0,025;0,631645;0,277127;0,975;;0,606645;0,252127;0,95
m1266;m1266;3408;5808;;0,025;0,025;0,025;0,975;0,685512;0,200851;;0,95;0,660512;0,175851
m1265;m1265;423;680;;0,025;0,025;0,025;0,975;0,149523;0,383441;;0,95;0,124523;0,358441
m1264;m1264;1144;1996;;0,025;0,025;0,025;0,857277;0,975;0,248069;;0,832277;0,95;0,223069
m1263;m1263;1244;2092;;0,025;0,025;0,025;0,975;0,918087;0,273664;;0,95;0,893087;0,248664
m1262;m1262;646;1032;;0,025;0,025;0,025;0,975;0,654949;0,227855;;0,95;0,629949;0,202855
m1261;m1261;431;652;;0,025;0,025;0,025;0,975;0,719979;0,249154;;0,95;0,694979;0,224154
m1260;m1260;6906;14563;;0,025;0,025;0,025;0,975;0,343613;0,593564;;0,95;0,318613;0,568564
m1259;m1259;6769;11310;;0,025;0,025;0,025;0,975;0,677761;0,322062;;0,95;0,652761;0,297062
m1258;m1258;2178;3588;;0,025;0,025;0,025;0,697772;0,283484;0,975;;0,672772;0,258484;0,95
m1257;m1257;8812;17370;;0,025;0,025;0,025;0,477636;0,975;0,136758;;0,452636;0,95;0,111758
